rol_a,dv_a,unidad_declarante,cod_actividad,macrozona,imasd,d4300,d4301,d4302,d4303,d4310,d4311,d4312,d4313,d4320,d4321,d4322,d4323,d4330,d4331,d4332,d4333,d4400,d4401,d4402,d4403,d4404,d4405,d4410,d4411,d4412,d4413,d4414,d4415,d4420,d4421,d4422,d4423,d4424,d4425,d4430,d4431,d4432,d4433,d4434,d4435,d4500,d4501,d4502,d4503,d4504,d4505,d4510,d4511,d4512,d4513,d4514,d4515,d4520,d4521,d4522,d4523,d4524,d4525,d4530,d4531,d4532,d4533,d4534,d4535,d4600,d4601,d4602,d4603,d4604,d4605,d4606,d4700,d4701,d4702,d4703,d4704,d4705,d4706,d4707,d4717,d4708,d4709,d4710,d4711,d4712,d4713,d4714,d4716,d4715,d4800,d4801,d4802,d4810,d4811,d4812,d4820,d4821,d4822,d4830,d4831,d4832,f6010,f6011,f6012,f6013,f6014,f6015,f6016,f6017,f6018,f6019,f6020,f6021,f6022,f6023,f6023_otra,f6024,f6025,f6026,f6027,f6028,g7000,g7001,g7002,h8100,h8101,h8102,h8103,h8104,h8105,h8106,h8107,h8108,h8109,h8110,h8111,h8111_otro,i9000,a1003,a1019,a1019_otra,a1034,a1035,a1036,a1037,a1038,b2000,b2001,b2002,b2003,b2004,b2005,b2006,b2007,b2026,b2027,c3000,c3001,c3002,c3003,c3004,c3005,c3006,c3007,c3008,c3009,c3010,c3011,c3013,c3014,c3015,c3016,c3017,c3018,c3019,c3020,c3021,c3022,c3023,c3024,c3025,c3026,c3027,c3028,c3029,c3030,c3036,c3037,c3038,c3039,c3040,c3041,c3042,c3043,c3044,c3045,c3046,c3047,c3048,c3049,c3050,c3051,c3052,c3053,c3054,c3055,c3056,c3057,c3058,c3059,c3060,c3061,c3062,c3063,c3064,c3065,c3066,c3067,c3068,c3069,c3070,c3071,c3072,c3073,c3100,c3107,c3110,c3111,c3112,c3113,c3114,c3115,c3126,c3127,c3128,c3129,c3130,c3131,c3132,c3133,c3134,c3135,c3136,c3137,c3138,c3140,c3141,c3142,c3143,c3144,j8000,j8001,j8002,j8003,j8004,j8005,j8006,j8007,j8008,j8009,j8010,j8011,j8012,j8013,j8014,j8015,j8016,j8017,j8018,j8019,j8020,j8021,j8022,j8023,j8024,j8025,j8026,j8027,j8028,j8029,j8030,j8031,j8032,j8033,j8034,j8035,j8036,j8037,j8038,j8039,j8040,j8041,j8042,j8043,j8044,j8045,j8046,j8047,j8048,j8049,j8050,j8051,j8052,j8053,j8054
20020,0,4,5,3,1,4,4,1,9,4,2,1,7,4,4,1,9,4,2,1,7,0,0,9,0,0,9,0,0,7,0,0,7,0,0,9,0,0,9,0,0,7,0,0,7,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,9,0,9,7,0,7,9,0,9,7,0,7,,,,,,,,,,,,,,,,,,,,,1,0,650000,0,1,,,,0,0,0,0,1,0,0,,60,1949,6,0,100,0,0,0,1,387443331,26090119,733,522,0,0,0,1255,998,,1,0,0,0,0,1,192818,62175,6407,261400,0,230,170213,544723,0,0,3068,0,3068,547791,0,50,50,0,0,547791,0,0,0,0,0,547791,,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,,547791,0,283323,,0,0,1,,,0,0,0,2537,83511,21175,5657,0,1,,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20021,2,4,5,3,1,14.5417,0,0,14.5417,.20829999,0,0,.20829999,4.0416999,0,0,4.0416999,.20829999,0,0,.20829999,0,0,10.5417,0,4,14.5417,0,0,.20829999,0,0,.20829999,0,0,3.0416999,0,1,4.0416999,0,0,.20829999,0,0,.20829999,0,0,10.5417,0,4,14.5417,0,0,.20829999,0,0,.20829999,0,0,3.0416999,0,1,4.0416999,0,0,.20829999,0,0,.20829999,0,2.8333001,0,1.2083,0,0,4.0416999,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,14,.54170001,14.5417,0,.20829999,.20829999,3.5,.54170001,4.0416999,0,.20829999,.20829999,,,,,,,,,,,,,,,,,,,,,1,0,300000,1,0,1,0,3,,,,,,,,,20,1993,4,0,0,100,0,1,0,110063560,3532650,4,251,0,0,0,255,0,,1,0,0,0,1,0,53290,0,0,53290,29177,0,6668,245174,0,0,0,0,0,245174,0,0,100,220657,0,24517,0,0,0,0,0,245174,,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,10,0,90,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,,245174,0,191884,,0,0,1,,,29177,0,0,10000,0,146039,0,0,1,,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20022,4,4,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,0,1,0,0,0,0,0,0,0,,,,8,1,0,0,1,,0,1,,,,1,1,1,0,0,0,0,,1,1970,4,0,100,0,0,0,1,442917,0,13,3,0,0,0,16,0,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20023,6,4,23,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,0,0,1,1,1,1,0,1,1,0,,,,4,0,0,0,1,,0,1,,,,1,0,1,1,0,0,0,,2,1983,8,0,37,63,0,1,0,6211154,88259,1,148,3,0,0,152,6,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20024,8,4,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,1,0,1,0,0,0,0,0,0,0,,,,4,0,0,0,1,,0,1,,,,0,0,1,0,0,0,0,,2,1920,4,0,100,0,0,1,0,15344445,38657,120,36,0,0,142,298,0,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20025,1,4,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,0,0,0,0,1,0,0,0,0,,,,12,1,0,0,1,,0,1,,,,1,1,0,1,0,0,0,,1,1940,4,0,100,0,0,0,1,2400000,0,50,4,0,1,0,55,0,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20026,3,4,4,4,1,12,8,0,20,6,5,0,11,9,6,0,15,4.5,3.75,0,8.25,0,0,16,3,1,20,0,0,8,2,1,11,0,0,12,2.25,.75,15,0,0,6,1.5,.75,8.25,0,0,10,2,0,12,0,0,5,1,0,6,0,0,7.5,1.5,0,9,0,0,3.75,.75,0,4.5,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,20,0,20,11,0,11,15,0,15,8.25,0,8.25,,,,,,,,,,,,,,,,,,,,,0,1,,0,1,,,,1,0,0,0,0,0,0,,96,1996,4,0,0,100,0,0,1,63337522,1404785,383,295,3,0,0,681,65,,1,0,0,0,0,1,349763,108203,0,457966,0,550,285518,891315,0,51120,0,7667,58787,950102,0,50,50,0,0,950102,0,0,0,0,0,950102,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,,950102,0,433349,,0,0,1,,,0,0,0,67504,62425,17352,0,0,1,,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20027,5,4,4,4,1,3,0,0,3,0,0,0,0,.75,0,0,.75,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,0,0,.15000001,.60000002,0,0,.75,0,0,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,0,0,.15000001,.60000002,0,0,.75,0,0,0,0,0,0,.40000001,.34999999,0,0,0,0,.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,3,0,3,0,0,0,.75,0,.75,0,0,0,,,,,,,,,,,,,,,,,,,,,1,0,18000,0,1,,,,0,0,0,0,0,1,0,,3,1983,4,0,100,0,0,0,1,11560040,1044799,96,18,2,0,0,116,0,,1,0,0,0,1,0,55638,0,0,55638,0,0,121841,182076,0,0,0,0,0,182076,10,0,90,158016,0,24060,0,0,0,0,0,182076,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,10,90,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,,182076,0,126438,,0,0,1,,,0,0,0,4597,0,0,0,0,1,,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20028,7,4,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,0,0,0,0,0,0,0,0,1,LA EMPRESA SOLO IMPLEMENTA TECNOLOGIAS EXISTENTES O INVESTIGACIONES REALIZADAS POR OTROS,,,14,0,0,0,1,,0,1,,,,0,0,0,0,1,0,0,,4,1964,4,0,100,0,0,0,1,8654932,452775,52,18,0,0,0,70,9,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20029,0,4,13,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,0,0,0,0,0,0,0,0,0,,,,8,1,0,0,1,,0,1,,,,0,0,0,0,0,0,1,NO ES PRIORIDAD / NO ES NECESARIO PARA LA EMPRESA,4,1986,4,0,100,0,0,1,0,13237685,2782200,21,50,1,1,11,84,3,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20030,3,4,4,4,1,11.75,0,0,11.75,.75,0,0,.75,11.75,0,0,11.75,.75,0,0,.75,0,0,11.75,0,0,11.75,0,0,.75,0,0,.75,0,0,11.75,0,0,11.75,0,0,.75,0,0,.75,0,0,11.75,0,0,11.75,0,0,.75,0,0,.75,0,0,11.75,0,0,11.75,0,0,.75,0,0,.75,0,10,0,0,0,1.75,11.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,11.75,0,11.75,.75,0,.75,11.75,0,11.75,.75,0,.75,,,,,,,,,,,,,,,,,,,,,1,0,620195,0,1,,,,1,0,0,0,0,0,0,,20,1954,4,0,100,0,0,0,1,68819357,3995113,374,119,0,0,1,494,0,,1,0,0,0,0,1,521120,0,0,521120,0,0,1136,552474,0,0,5374,133742,139116,691590,0,80,20,0,0,691590,0,0,0,0,0,691590,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,95,0,0,0,5,0,0,0,0,0,100,0,0,0,0,0,0,0,,691590,0,31354,20,0,0,1,,,0,0,0,4351,25867,0,0,1,0,,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20031,5,4,13,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,0,0,0,0,0,0,0,1,0,,,,6,0,0,0,1,,0,1,,,,0,1,0,0,0,0,0,,2,1976,4,0,0,100,0,1,0,98000000,1500000,10,140,30,0,20,200,200,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20032,7,4,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,0,0,1,0,0,0,0,0,0,,,,2,0,0,1,0,234675,0,1,,,,0,0,0,0,1,0,0,,6,1923,4,0,100,0,0,0,1,32887071,1916576,241,70,8,1,0,320,47,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20033,0,4,16,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,,0,0,0,0,0,0,0,0,0,0,,,,2,1,0,0,1,,0,1,,,,1,0,0,0,0,0,0,,4,1978,2,0,100,0,0,0,1,1230930,0,52,17,0,0,0,69,0,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20034,2,4,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,0,0,0,0,0,0,0,0,0,,,,8,1,0,0,1,,0,1,,,,0,1,0,0,0,0,0,,2,1993,4,0,0,100,0,1,0,73978698,858560,90,185,15,3,0,293,25,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20035,4,4,4,4,1,2.3333001,2.8333001,0,5.1666999,0,0,0,0,.99330002,.29249999,0,1.2858,0,0,0,0,.083300002,.25,1,3.8333001,0,5.1666999,0,0,0,0,0,0,.083300002,.25,.34999999,.60250002,0,1.2858,0,0,0,0,0,0,.083300002,.25,1,1,0,2.3333001,0,0,0,0,0,0,.083300002,.25,.34999999,.31,0,.99330002,0,0,0,0,0,0,0,.99330002,0,0,0,0,.99330002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,4.8333001,.33329999,5.1666999,0,0,0,.95249999,.33329999,1.2858,0,0,0,,,,,,,,,,,,,,,,,,,,,1,0,140000,0,1,,,,0,0,0,0,0,1,0,,4,1990,4,0,99.989998,.0099999998,0,1,0,17927786,1186899,93,42,3,1,5,144,60,,1,0,0,0,0,1,22417,3215,0,25632,12800,0,100,41016,0,0,0,0,0,41016,0,0,100,0,0,41016,0,0,0,0,0,41016,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,,41016,0,15384,7.8000002,0,0,1,,,12800,0,0,2484,0,0,0,1,0,,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20036,6,4,4,4,1,2,1,0,3,1,1,0,2,1.85,.050000001,0,1.9,1,.050000001,0,1.05,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1.9,0,0,1.9,0,0,1.05,0,0,1.05,0,0,2,0,0,2,0,0,1,0,0,1,0,0,1.85,0,0,1.85,0,0,1,0,0,1,0,0,1.85,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,3,0,3,2,0,2,1.9,0,1.9,1.05,0,1.05,,,,,,,,,,,,,,,,,,,,,1,0,87704,0,1,,,,0,0,0,0,1,0,0,,20,1985,4,0,100,0,0,1,0,10422047,198315,171,32,1,0,1,205,10,,1,0,0,0,0,1,52443,6300,0,58743,0,0,10000,87704,0,0,0,0,0,87704,0,100,0,0,0,87704,0,0,0,0,0,87704,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,,87704,0,28961,,0,0,1,,,0,0,0,7681,291,10989,0,0,1,,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20037,8,4,7,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,0,0,0,0,0,0,0,0,0,,,,8,1,0,0,1,,0,1,,,,0,1,0,0,0,0,0,,2,1989,4,0,100,0,0,0,1,2045825,40806,30,10,5,0,3,48,4,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20038,1,4,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,0,0,0,0,0,0,0,0,0,,,,8,1,0,0,1,,0,1,,,,1,0,0,0,0,0,0,,1,1917,4,0,100,0,0,0,1,3477496,278866,50,12,0,0,0,62,0,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20039,3,4,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,1,0,0,0,0,0,0,0,0,,,,8,1,0,0,1,,0,1,,,,0,0,1,0,0,0,0,,1,1940,4,0,100,0,0,0,1,9761866,1732,190,10,0,0,0,200,0,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20040,6,4,4,2,1,1,1,0,2,0,0,0,0,.25,.25,0,.5,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,.25,0,.25,.5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,.25,0,0,.25,0,0,0,0,0,0,0,.25,0,0,0,0,.25,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,2,0,2,0,0,0,.5,0,.5,0,0,0,,,,,,,,,,,,,,,,,,,,,1,0,30000,0,1,,,,1,0,0,0,0,0,0,,10,1993,4,0,100,0,0,0,1,5499474,3623575,75,12,3,0,0,90,5,,1,0,0,0,0,1,4500,3600,0,8100,0,0,8200,18940,0,0,0,0,0,18940,10,40,50,0,0,18940,0,0,0,0,0,18940,,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,,18940,0,10840,,0,0,1,,,0,0,0,140,2500,0,0,0,1,,,0,0,1,40,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20041,8,4,5,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,0,0,0,0,0,0,0,0,0,,,,8,1,0,0,1,,0,1,,,,0,1,0,0,0,0,0,,1,1994,2,0,100,0,0,0,1,4254967,0,0,25,0,0,90,115,0,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20042,1,4,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,0,0,0,0,0,0,0,0,1,LA INVESTIGACIÃN Y DESARROLLO NO SE REALIZÃ EN LOS AÃOS EN CONSULTA,,,14,0,0,1,0,157347,0,1,,,,0,1,0,0,0,0,0,,6,1952,4,0,100,0,0,1,0,20961688,6680490,321,223,0,0,1,545,226,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20043,3,4,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,0,1,,,,0,0,0,0,1,0,0,,18,2012,4,0,0,100,0,1,0,82082807,4461723,0,0,0,0,801,801,42,,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61033,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20044,5,4,7,4,1,7,0,0,7,0,0,0,0,4.75,0,0,4.75,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,4.75,0,0,4.75,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,4.75,0,0,4.75,0,0,0,0,0,0,0,4.75,0,0,0,0,4.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,7,0,7,0,0,0,4.75,0,4.75,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,,0,1,,,,1,0,0,0,0,0,0,,40,1974,4,0,100,0,0,0,1,24578441,8354454,175,140,1,0,0,316,0,,1,0,0,0,0,1,41520,0,0,41520,0,0,2000,137076,0,0,0,0,0,137076,25,25,50,0,0,137076,0,0,0,0,0,137076,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,,137076,0,95556,,0,0,1,,,0,0,0,93556,0,0,0,0,1,,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20045,7,4,13,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,0,0,0,0,0,0,0,0,1,LA EMPRESA SOLO IMPLEMENTA TECNOLOGÃAS EXISTENTES O INVESTIGACIÃN REALIZADA POR OTROS,,,14,0,0,0,1,,0,1,,,,0,0,0,0,0,0,1,LA EMPRESA SOLO IMPLEMENTA TECNOLOGÃAS EXISTENTES O INVESTIGACIÃN REALIZADA POR OTROS,3,1993,8,0,100,0,0,1,0,15898508,0,0,33,1,0,0,34,0,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20046,0,4,4,4,1,5,1.8333,0,6.8333001,3,.83329999,0,3.8333001,4.5,1.8333,0,6.3333001,2.5,.83329999,0,3.3333001,2,2,1,1.8333,0,6.8333001,2,0,1,.83329999,0,3.8333001,1.5,2,1,1.8333,0,6.3333001,1.5,0,1,.83329999,0,3.3333001,2,2,1,0,0,5,2,0,1,0,0,3,1.5,2,1,0,0,4.5,1.5,0,1,0,0,2.5,3.5,1,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,6.8333001,0,6.8333001,3.8333001,0,3.8333001,6.3333001,0,6.3333001,3.3333001,0,3.3333001,,,,,,,,,,,,,,,,,,,,,1,0,480000,1,0,0,1,,,,,,,,,,8,1942,4,0,0,100,0,1,0,39426265,2748240,77,61,9,2,0,149,33,,1,0,0,0,0,1,200503,83590,0,284093,0,0,44168,413988,0,0,9281,0,9281,423269,30,30,40,0,0,423269,0,0,0,0,0,423269,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,50,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,,423269,0,129895,,0,0,1,,,0,0,0,32714,51112,1901,0,0,1,,,0,0,1,80,80,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
